ENSEMBL GENE	psms.CSF-01	top3int.CSF-01	peptides.CSF-01	psms.CSF-02	top3int.CSF-02	peptides.CSF-02	psms.adipocyte-01	top3int.adipocyte-01	peptides.adipocyte-01	psms.adipocyte-02	top3int.adipocyte-02	peptides.adipocyte-02	psms.adipocyte-03	top3int.adipocyte-03	peptides.adipocyte-03	psms.adipocyte-04	top3int.adipocyte-04	peptides.adipocyte-04	psms.adipocyte-05	top3int.adipocyte-05	peptides.adipocyte-05	psms.adipocyte-06	top3int.adipocyte-06	peptides.adipocyte-06	psms.adipocyte-07	top3int.adipocyte-07	peptides.adipocyte-07	psms.adipocyte-08	top3int.adipocyte-08	peptides.adipocyte-08	psms.adipocyte-09	top3int.adipocyte-09	peptides.adipocyte-09	psms.adipocyte-10	top3int.adipocyte-10	peptides.adipocyte-10	psms.adipocyte-11	top3int.adipocyte-11	peptides.adipocyte-11	psms.adipocyte-12	top3int.adipocyte-12	peptides.adipocyte-12	psms.adipocyte-13	top3int.adipocyte-13	peptides.adipocyte-13	psms.bone-01	top3int.bone-01	peptides.bone-01	psms.bone-02	top3int.bone-02	peptides.bone-02	psms.breast-01	top3int.breast-01	peptides.breast-01	psms.heart-01	top3int.heart-01	peptides.heart-01	psms.heart-02	top3int.heart-02	peptides.heart-02	psms.heart-03	top3int.heart-03	peptides.heart-03	psms.heart-04	top3int.heart-04	peptides.heart-04	psms.heart-05	top3int.heart-05	peptides.heart-05	psms.heart-06	top3int.heart-06	peptides.heart-06	psms.lung-01	top3int.lung-01	peptides.lung-01	psms.lung-02	top3int.lung-02	peptides.lung-02	psms.ovary-01	top3int.ovary-01	peptides.ovary-01	psms.pancreas-01	top3int.pancreas-01	peptides.pancreas-01	psms.platelets_lysate-01	top3int.platelets_lysate-01	peptides.platelets_lysate-01	psms.platelets_lysate-02	top3int.platelets_lysate-02	peptides.platelets_lysate-02	psms.platelets_lysate-03	top3int.platelets_lysate-03	peptides.platelets_lysate-03	psms.platelets_lysate-04	top3int.platelets_lysate-04	peptides.platelets_lysate-04	psms.platelets_lysate-05	top3int.platelets_lysate-05	peptides.platelets_lysate-05	psms.platelets_lysate-06	top3int.platelets_lysate-06	peptides.platelets_lysate-06	psms.platelets_lysate-07	top3int.platelets_lysate-07	peptides.platelets_lysate-07	psms.platelets_lysate-08	top3int.platelets_lysate-08	peptides.platelets_lysate-08	psms.platelets_lysate-09	top3int.platelets_lysate-09	peptides.platelets_lysate-09	psms.platelets_lysate-10	top3int.platelets_lysate-10	peptides.platelets_lysate-10	psms.platelets_lysate-11	top3int.platelets_lysate-11	peptides.platelets_lysate-11	psms.platelets_lysate-12	top3int.platelets_lysate-12	peptides.platelets_lysate-12	psms.platelets_lysate-13	top3int.platelets_lysate-13	peptides.platelets_lysate-13	psms.platelets_lysate-14	top3int.platelets_lysate-14	peptides.platelets_lysate-14	psms.platelets_lysate-15	top3int.platelets_lysate-15	peptides.platelets_lysate-15	psms.platelets_lysate-16	top3int.platelets_lysate-16	peptides.platelets_lysate-16	psms.platelets_lysate-17	top3int.platelets_lysate-17	peptides.platelets_lysate-17	psms.platelets_lysate-18	top3int.platelets_lysate-18	peptides.platelets_lysate-18	psms.platelets_lysate-19	top3int.platelets_lysate-19	peptides.platelets_lysate-19	psms.platelets_lysate-20	top3int.platelets_lysate-20	peptides.platelets_lysate-20	psms.platelets_lysate-21	top3int.platelets_lysate-21	peptides.platelets_lysate-21	psms.platelets_lysate-22	top3int.platelets_lysate-22	peptides.platelets_lysate-22	psms.platelets_lysate-23	top3int.platelets_lysate-23	peptides.platelets_lysate-23	psms.platelets_lysate-24	top3int.platelets_lysate-24	peptides.platelets_lysate-24	psms.platelets_lysate-25	top3int.platelets_lysate-25	peptides.platelets_lysate-25	psms.platelets_lysate-26	top3int.platelets_lysate-26	peptides.platelets_lysate-26	psms.platelets_secreted_trypic_digest-01	top3int.platelets_secreted_trypic_digest-01	peptides.platelets_secreted_trypic_digest-01	psms.platelets_secreted_trypic_digest-02	top3int.platelets_secreted_trypic_digest-02	peptides.platelets_secreted_trypic_digest-02	psms.platelets_secreted_undigested-centroid	top3int.platelets_secreted_undigested-centroid	peptides.platelets_secreted_undigested-centroid
ENSG00000149547	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	35424.4239	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	4501.2275	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000165682	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	446527.8007	6	18	443296.8645	5	24	113556.7245	1	11	47071.1053	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	150	6308881.4745	7	196	6811581.4805	8	113	609860.462	4	4	8831.2608	2	7	63496.7594000001	2	-	-	-	-	-	-	-	-	-
ENSG00000145354	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	6281.6612	2	5	19445.8403	2	3	20588.0675	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	139841.4751	2	8	26251.9816	5	-	-	-	-	-	-	-	-	-	8	357855.419	4	4	131198.5349	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	308580.4435	2	76	1244317.164	5	17	249012.058	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000130479	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1810.2562	1	-	-	-	4	103015.7996	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	7645.6467	1	-	-	-	18	634588.1916	9	-	-	-	1	28404.703	1	-	-	-	-	-	-	-	-	-	2	6699.1966	1	4	16686.249	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	145121.6698	2	14	195249.664	1	9	155180.033	1	-	-	-	1	3488.781	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000131016	-	-	-	-	-	-	-	-	-	3	1147.2428	1	3	1264.3166	1	6	4458.2011	1	6	3987.0864	1	12	4689.1428	1	17	6462.8209	1	4	4357.2735	1	1	587.921900000001	1	5	3148.4544	1	7	4940.444	1	6	2455.8673	1	11	8860.5824	3	-	-	-	-	-	-	-	-	-	29	255823.9707	1	11	81933.1689	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000065548	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	329597.747	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	34049.731	4	8	152287.1242	5	-	-	-	9	2353188.3	7	2	2314.8941	1	2	3555.0595	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000215915,ENSG00000160072,ENSG00000197785	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2882.8101	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000095059	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	36340.326	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000168497	-	-	-	-	-	-	51	685698.1804	4	71	543263.11	5	77	615125.5163	5	56	344210.3183	4	55	437852.5331	4	58	232650.3408	5	60	258266.8758	5	75	582269.3932	5	46	197029.9081	5	70	326562.7063	6	85	378298.6016	9	72	327455.005	6	82	393601.971	6	-	-	-	-	-	-	1	43182.578	1	1	756.7321	1	61	283571.307	7	220	1176862.6868	12	86	924814.7925	8	21	2177291.419	6	27	2063469.6726	8	-	-	-	-	-	-	-	-	-	-	-	-	210	26200745.1475	21	184	13233061.4585	18	703	28607991.5484	16	787	24736843.2611	22	716	37093296.7476	18	1000	210979501.8141	16	968	220894984.7507	13	321	12309149.6602	10	283	6979854.435	7	118	1188642.84	4	120	1627956.2645	5	98	540502.353	4	73	428776.4642	4	27	237356.9484	3	25	232435.0821	3	35	262779.4465	3	56	470655.0903	4	64	276293.9473	3	62	258674.3538	3	86	381840.7125	5	91	220919.6964	4	53	230866.9732	3	77	513774.3073	4	61	33217.3272	2	39	39298.4139	3	85	125681.3306	4	149	1297707.9698	7	240	1711917.4733	9	524	233082504.6	11
ENSG00000092094	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	8456.9494	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	12658.3722	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	70924.792	1	3	82628.8137	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000110031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	182441.7538	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000094796,ENSG00000262993	-	-	-	-	-	-	20	144971.5107	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	566756.5082	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	36274.6542	7	-	-	-	17	139775.8623	9	13	45506.9355	11	-	-	-	-	-	-	-	-	-
ENSG00000103642	-	-	-	-	-	-	1	1997.6439	1	1	2254.1337	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	7095.66230000001	1	-	-	-	-	-	-	-	-	-	-	-	-	22	106711.8568	3	10	81237.8647000001	3	8	604541.755	4	12	648977.1838	4	3	27231.6107	2	4	55963.7628	4	-	-	-	7	600086.283	4	1	12086.3191	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	5202.7876	2	19	86497.5855	2	13	59890.3354	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000175895	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	389013.5601	6	14	488889.535	9	5	31319.2468	3	2	11276.6671	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000109501	-	-	-	-	-	-	2	2768.1786	1	-	-	-	-	-	-	-	-	-	1	1335.7589	1	-	-	-	-	-	-	6	5309.0162	1	-	-	-	-	-	-	-	-	-	2	2354.5304	1	-	-	-	-	-	-	-	-	-	77	620885.5317	14	3	9513.9597	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000105676	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	380848.0852	7	7	452484.056	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	3655.3316	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000247626	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	5249.3783	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000148218	-	-	-	-	-	-	3	16044.726	1	4	17524.0646	1	2	7846.6781	1	8	30729.5979	1	1	4011.3265	1	7	13210.962	1	3	5237.5626	1	7	27290.2499	1	4	11121.1784	1	6	25575.6289	1	6	22235.2607	1	7	25939.5696	2	5	16767.3463	1	-	-	-	7	239302.4795	5	-	-	-	-	-	-	-	-	-	-	-	-	102	248685.2653	6	-	-	-	13	867580.893	4	-	-	-	-	-	-	-	-	-	1	111204.484	1	13	1721313.612	4	9	809650.907	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	134	5377946.818	14	347	14348057.061	14	273	11008620.0142	15	272	10859090.6016	14	225	10510200.1107	13	2	6179.2143	1	2	32254.06	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	57073.1179	1	-	-	-
ENSG00000228278,ENSG00000229314	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1757.0556	1	-	-	-	3	2043.5538	1	-	-	-	-	-	-	1	2221.5705	1	-	-	-	6	28330.1398	1	3	11677.8129	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	2544.0258	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1468.4909	1	2	3245.5376	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	9621.1275	1	-	-	-	-	-	-
ENSG00000116641	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	119214.937	8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	29818.2468	4	49	201744.7407	6	2	12556.277	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000108515	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	24344.5908	1	12	24700.7149	1	4	135449.5232	2	110	7247405.498	14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	38244.558	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000177425	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	6841.4643	2	1	1994.7042	1	-	-	-	-	-	-	1	18527.4216	1	4	26831.7033	1	19	31096.7403	1	40	274802.6927	4	57	553359.7787	4	5	47724.6523	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000070010	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	14452.1362	1	-	-	-	1	27915.9659999999	1	-	-	-	-	-	-	-	-	-	3	569.6434	1	-	-	-	1	27243.0219	1	-	-	-	-	-	-	-	-	-	3	342686.7229	3	-	-	-	-	-	-	1	17564.4594	1	-	-	-	-	-	-	-	-	-	-	-	-	22	133570.0002	2	17	213597.2839	2	31	374292.7046	1	20	236516.1743	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000118961	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	4851.4328	1	1	1953.7652	1	-	-	-	-	-	-	2	25227.9432	2	2	15207.2377	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	28442.8712	1	1	12543.7827	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	125441.3803	2	21	254988.0381	2	13	160135.1294	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106591	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	18869.1279	4	-	-	-	-	-	-	6	94171.7998	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000065911	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	10545.8575	1	3	50547.8896	2	2	45224.5450000001	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000138814	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	89658.7161999999	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	47201.6924	2	1	2106.4961	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	1340227.7712	10	138	3083784.1264	11	92	2055252.914	9	4	13975.3914	1	31	432317.7637	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	137925.4531	3	-	-	-	-	-	-	-	-	-
ENSG00000197614	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2091.3559	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	60343.581	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000251546,ENSG00000242371	-	-	-	1	20555.942	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000116288	-	-	-	-	-	-	-	-	-	-	-	-	3	3620.1396	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	107	2642995.6885	13	-	-	-	-	-	-	16	164417.5155	7	-	-	-	98	5968543.0607	18	12	408595.3321	5	-	-	-	398	5728304.5478	17	859	11544478.7787	18	151	2542229.1308	12	100	2367919.3557	7	31	675048.2277	3	35	950936.9922	3	18	473172.4622	2	8	237212.403	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	73762.8679	2	5	12775.9382	1	2	56583.0696000001	1	26	86017.6858	1	5	49771.4578	2	-	-	-
